area_type,availability,location,size,society,total_sqft,bath,balcony,price,zone_name,bhk,price_per_sqft
Super built-up  Area,Ready To Move,thanisandra,2 BHK,MenueNo,1230.0,2.0,2.0,44.0,Yelahanka Zone,2,3577.2357723577234
Super built-up  Area,Ready To Move,volagerekallahalli,2 BHK,PSterAs,1070.0,2.0,2.0,33.15,South Zone,2,3098.1308411214955
Built-up  Area,Ready To Move,6th block koramangala,2 BHK,Krone S,1117.0,2.0,1.0,110.0,Unknown,2,9847.806624888093
Super built-up  Area,Ready To Move,kundalahalli,3 BHK,Dieldli,1724.0,3.0,2.0,124.0,Mahadevapura Zone,3,7192.5754060324825
Plot  Area,Ready To Move,jalahalli,4 Bedroom,Unknown,1200.0,4.0,0.0,90.0,Dasarahalli Zone,4,7500.0
Super built-up  Area,Ready To Move,venkatadri layout,1 BHK,Raiyai,600.0,1.0,1.0,43.0,South Zone,1,7166.666666666667
Super built-up  Area,Ready To Move,kr puram,3 BHK,DSise S,1930.0,2.0,2.0,57.9,Mahadevapura Zone,3,3000.0
Built-up  Area,Ready To Move,kr puram,3 BHK,ViionMa,1452.0,3.0,3.0,60.0,Mahadevapura Zone,3,4132.231404958678
Super built-up  Area,Ready To Move,whitefield,2 BHK,Veale R,1355.0,2.0,3.0,78.0,Mahadevapura Zone,2,5756.457564575646
Built-up  Area,Ready To Move,hmt layout,4 Bedroom,Unknown,7500.0,4.0,2.0,425.0,Yelahanka Zone,4,5666.666666666667
Super built-up  Area,Ready To Move,sarjapur road,3 BHK,Adeatlm,2145.0,3.0,3.0,190.0,Bommanahalli Zone,3,8857.808857808857
Super built-up  Area,Ready To Move,bommanahalli,2 BHK,Varlsa,957.0,2.0,1.0,53.0,Bommanahalli Zone,2,5538.1400208986415
Built-up  Area,Ready To Move,shantiniketan layout,2 BHK,Maest N,925.0,2.0,2.0,48.0,Outside BBMP Zones,2,5189.189189189189
Super built-up  Area,Ready To Move,bellandur,2 BHK,Grntsd,1550.0,2.0,3.0,59.0,Mahadevapura Zone,2,3806.451612903226
Plot  Area,Ready To Move,yelahanka new town,4 Bedroom,Unknown,4000.0,2.0,1.0,899.0,Yelahanka Zone,4,22475.0
Super built-up  Area,Ready To Move,yelahanka,3 BHK,NCowsar,1692.0,3.0,2.0,83.0,Yelahanka Zone,3,4905.437352245863
Super built-up  Area,Ready To Move,baba nagar,2 BHK,Unknown,1100.0,2.0,2.0,52.0,Outside BBMP Zones,2,4727.272727272727
Super built-up  Area,Ready To Move,hormavu,3 BHK,ARureig,1385.0,2.0,2.0,69.0,Mahadevapura Zone,3,4981.949458483755
Super built-up  Area,Ready To Move,hosa road,1 BHK,Amelllu,760.0,1.0,1.0,24.9,Bommanahalli Zone,1,3276.315789473684
Super built-up  Area,Ready To Move,bommanahalli,2 BHK,Kut 3or,910.0,2.0,1.0,45.0,Bommanahalli Zone,2,4945.054945054945
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,MGBay T,1610.0,2.0,2.0,55.0,South Zone,3,3416.1490683229813
Plot  Area,Ready To Move,kurubarahalli,3 Bedroom,Unknown,1200.0,3.0,0.0,70.0,West Zone,3,5833.333333333333
Super built-up  Area,Ready To Move,uttarahalli,3 BHK,SLnssPr,1285.0,2.0,2.0,44.98,South Zone,3,3500.3891050583657
Super built-up  Area,Ready To Move,hal 2nd stage,3 BHK,Unknown,2100.0,3.0,2.0,252.0,Unknown,3,12000.0
Super built-up  Area,Ready To Move,yeshwanthpur,3 BHK,IBityin,1679.0,3.0,2.0,92.13,Dasarahalli Zone,3,5487.194758784991
Built-up  Area,Ready To Move,puttappa layout,4 Bedroom,Unknown,2675.0,4.0,2.0,290.0,Unknown,4,10841.121495327103
Built-up  Area,Ready To Move,ananthanagar phase 1electronic city phase 2,2 BHK,Unknown,1016.0,2.0,1.0,45.9,Unknown,2,4517.716535433071
Super built-up  Area,Ready To Move,rajaji nagar,3 BHK,PhestOn,2448.0,3.0,2.0,400.0,West Zone,3,16339.869281045752
Super built-up  Area,Ready To Move,bellandur,2 BHK,Unknown,924.0,2.0,2.0,35.11,Mahadevapura Zone,2,3799.78354978355
Super built-up  Area,Ready To Move,ngef layout,3 BHK,Unknown,1800.0,3.0,2.0,88.0,Mahadevapura Zone,3,4888.888888888889
Super built-up  Area,Ready To Move,whitefield,2 BHK,Vixirri,1255.0,2.0,3.0,77.0,Mahadevapura Zone,2,6135.4581673306775
Super built-up  Area,Ready To Move,kattigenahalli,2 BHK,Vehida,1062.0,2.0,2.0,47.0,Yelahanka Zone,2,4425.612052730697
Super built-up  Area,Ready To Move,hosur road,2 BHK,Nimesch,950.0,2.0,1.0,60.0,Bommanahalli Zone,2,6315.789473684211
Super built-up  Area,Ready To Move,hsr layout,2 BHK,AdadeEs,1300.0,2.0,2.0,98.0,Bommanahalli Zone,2,7538.461538461538
Super built-up  Area,Ready To Move,5th phase jp nagar,2 BHK,Unknown,1390.0,2.0,2.0,65.0,Unknown,2,4676.258992805755
Super built-up  Area,Ready To Move,jalahalli,2 BHK,Unknown,1020.0,2.0,1.0,52.0,Dasarahalli Zone,2,5098.0392156862745
Super built-up  Area,Ready To Move,yeshwanthpur,1 BHK,IBityin,670.0,1.0,1.0,36.85,Dasarahalli Zone,1,5500.0
Super built-up  Area,Ready To Move,bannerghatta road,2 BHK,Gundaa,1136.0,2.0,1.0,48.0,South Zone,2,4225.352112676056
Built-up  Area,Ready To Move,doddakannelli,3 BHK,Sueesti,1477.0,2.0,2.0,80.0,Bommanahalli Zone,3,5416.384563303995
Super built-up  Area,Ready To Move,kr puram,2 BHK,Unknown,1001.0,2.0,2.0,30.0,Mahadevapura Zone,2,2997.002997002997
Super built-up  Area,Ready To Move,garudachar palya,2 BHK,Unknown,1060.0,2.0,1.0,48.5,Mahadevapura Zone,2,4575.471698113208
Super built-up  Area,Ready To Move,sarjapur,2 BHK,Unknown,1240.0,2.0,1.0,44.3,Outside BBMP Zones,2,3572.5806451612902
Super built-up  Area,Ready To Move,byadarahalli,4 BHK,ETntsce,3500.0,5.0,2.0,450.0,Dasarahalli Zone,4,12857.142857142857
Built-up  Area,Ready To Move,electronic city phase ii,2 BHK,SJmesst,1253.0,2.0,1.0,65.8,Bommanahalli Zone,2,5251.3966480446925
Super built-up  Area,Ready To Move,whitefield,2 BHK,Srmesun,1190.0,2.0,2.0,60.0,Mahadevapura Zone,2,5042.016806722689
Super built-up  Area,Ready To Move,whitefield,2 BHK,Sparam,1312.0,2.0,2.0,55.0,Mahadevapura Zone,2,4192.073170731707
Built-up  Area,Ready To Move,kr puram,2 BHK,HovasTe,750.0,2.0,0.0,40.0,Mahadevapura Zone,2,5333.333333333333
Built-up  Area,Ready To Move,koramangala,3 BHK,KHage G,1615.0,3.0,2.0,115.0,East Zone,3,7120.743034055728
Built-up  Area,Ready To Move,marathahalli,2 BHK,Unknown,1095.0,2.0,1.0,60.0,Mahadevapura Zone,2,5479.45205479452
Super built-up  Area,Ready To Move,whitefield,3 BHK,Gotis A,1745.0,3.0,3.0,100.0,Mahadevapura Zone,3,5730.659025787965
Super built-up  Area,Ready To Move,rachenahalli,2 BHK,Unknown,1050.0,2.0,2.0,52.5,Yelahanka Zone,2,5000.0
Plot  Area,Ready To Move,4th t block jayanagar,4 Bedroom,Unknown,2080.0,4.0,2.0,440.0,Unknown,4,21153.846153846152
Super built-up  Area,Ready To Move,thanisandra,2 BHK,MenueNo,1220.0,2.0,1.0,44.6,Yelahanka Zone,2,3655.7377049180327
Super built-up  Area,Ready To Move,kempegowda nagar,3 BHK,Sonumy,1793.0,3.0,2.0,98.0,South Zone,3,5465.699944227552
Super built-up  Area,Ready To Move,uttarahalli,2 BHK,Unknown,1100.0,1.0,2.0,45.0,South Zone,2,4090.909090909091
Super built-up  Area,Ready To Move,yelahanka new town,2 BHK,Covelrs,1385.0,2.0,3.0,65.0,Yelahanka Zone,2,4693.140794223827
Super built-up  Area,Ready To Move,begur road,2 BHK,Unknown,1200.0,2.0,2.0,45.0,Bommanahalli Zone,2,3750.0
Super built-up  Area,Ready To Move,haralur road,3 BHK,NDionas,2017.0,2.0,2.0,125.0,Bommanahalli Zone,3,6197.322756569162
Super built-up  Area,Ready To Move,bethel nagar,2 BHK,Saaveir,960.0,2.0,1.0,33.0,Mahadevapura Zone,2,3437.5
Super built-up  Area,Ready To Move,uttarahalli,2 BHK,Aklia R,1125.0,2.0,1.0,47.0,South Zone,2,4177.777777777777
Super built-up  Area,Ready To Move,akshaya nagar,3 BHK,Javasi,1551.0,2.0,2.0,60.0,Bommanahalli Zone,3,3868.4719535783365
Super built-up  Area,Ready To Move,vittasandra,2 BHK,Unknown,1246.0,2.0,1.0,67.4,Bommanahalli Zone,2,5409.309791332264
Super built-up  Area,Ready To Move,marathahalli,2 BHK,SrncyRe,1060.0,2.0,1.0,48.0,Mahadevapura Zone,2,4528.301886792453
Super built-up  Area,Ready To Move,bharathi nagar,2 BHK,ReudePr,1384.0,2.0,2.0,59.0,East Zone,2,4263.005780346821
Super built-up  Area,Ready To Move,byagadadhenahalli,2 BHK,VBavaai,620.0,2.0,1.0,23.0,Outside BBMP Zones,2,3709.6774193548385
Plot  Area,Ready To Move,sarakki nagar,3 Bedroom,Unknown,1200.0,3.0,2.0,128.0,South Zone,3,10666.666666666666
Super built-up  Area,Ready To Move,hsr layout,3 BHK,SrisePo,2400.0,3.0,3.0,88.0,Bommanahalli Zone,3,3666.6666666666665
Super built-up  Area,Ready To Move,whitefield,2 BHK,Rabow R,1096.0,2.0,1.0,39.0,Mahadevapura Zone,2,3558.394160583942
Super built-up  Area,Ready To Move,kaggadasapura,2 BHK,Unknown,1180.0,1.0,0.0,50.0,Mahadevapura Zone,2,4237.28813559322
Super built-up  Area,Ready To Move,uttarahalli,3 BHK,Unknown,1300.0,2.0,1.0,47.0,South Zone,3,3615.3846153846152
Plot  Area,Ready To Move,margondanahalli,2 Bedroom,Unknown,600.0,2.0,0.0,35.0,Mahadevapura Zone,2,5833.333333333333
Super built-up  Area,Ready To Move,dollar scheme colony,4 BHK,Vacesi,3563.0,6.0,1.0,310.0,South Zone,4,8700.533258490037
Super built-up  Area,Ready To Move,konanakunte cross,2 BHK,Unknown,1165.0,2.0,2.0,47.0,South Zone,2,4034.3347639484978
Super built-up  Area,Ready To Move,raja rajeshwari nagar,3 BHK,GrrvaGr,1580.0,3.0,3.0,53.56,Rajarajeshwari Nagar Zone,3,3389.8734177215188
Super built-up  Area,Ready To Move,balagere,2 BHK,Soresea,1210.0,2.0,1.0,83.0,Mahadevapura Zone,2,6859.504132231405
Built-up  Area,Ready To Move,nagappa reddy layout,2 BHK,Unknown,1100.0,2.0,2.0,43.5,Outside BBMP Zones,2,3954.5454545454545
Super built-up  Area,Ready To Move,hebbal,2 BHK,Prersis,1344.0,2.0,1.0,108.0,Yelahanka Zone,2,8035.714285714285
Super built-up  Area,Ready To Move,omarbagh layout,4 BHK,SNtua S,3300.0,5.0,3.0,318.0,East Zone,4,9636.363636363636
Super built-up  Area,Ready To Move,panathur,2 BHK,Unknown,1210.0,2.0,2.0,85.0,Mahadevapura Zone,2,7024.793388429752
Super built-up  Area,Ready To Move,jp nagar,2 BHK,Maerar,1245.0,2.0,2.0,110.0,South Zone,2,8835.341365461847
Super built-up  Area,Ready To Move,nagarbhavi,2 BHK,MaentNa,1212.0,2.0,2.0,50.0,West Zone,2,4125.412541254125
Super built-up  Area,Ready To Move,ramagondanahalli,3 BHK,DNeremo,2257.0,3.0,2.0,159.0,Mahadevapura Zone,3,7044.749667700487
Super built-up  Area,Ready To Move,vittasandra,2 BHK,Unknown,1246.0,2.0,1.0,65.4,Bommanahalli Zone,2,5248.796147672553
Super built-up  Area,Ready To Move,gunjur,2 BHK,Akncyes,1080.0,2.0,2.0,41.0,Mahadevapura Zone,2,3796.296296296296
Super built-up  Area,Ready To Move,varthur,3 BHK,Vaensia,1360.0,2.0,3.0,85.0,Mahadevapura Zone,3,6250.0
Super built-up  Area,Ready To Move,yelenahalli,2 BHK,Unknown,1260.0,2.0,2.0,47.88,Bommanahalli Zone,2,3800.0
Built-up  Area,Ready To Move,kengeri satellite town,4 Bedroom,Unknown,1200.0,3.0,0.0,110.0,Rajarajeshwari Nagar Zone,4,9166.666666666666
Super built-up  Area,Ready To Move,thigalarapalya,2 BHK,Prtanha,1418.0,2.0,2.0,104.0,Mahadevapura Zone,2,7334.273624823695
Plot  Area,Ready To Move,anjananager magdi road,3 Bedroom,Unknown,1200.0,3.0,1.0,165.0,Unknown,3,13750.0
Super built-up  Area,Ready To Move,kasavanhalli,2 BHK,Unknown,950.0,2.0,1.0,39.0,Mahadevapura Zone,2,4105.263157894737
Super built-up  Area,Ready To Move,nagarbhavi,2 BHK,Unknown,1020.0,2.0,2.0,55.0,West Zone,2,5392.156862745098
Plot  Area,Ready To Move,kodipalya,4 Bedroom,Unknown,1440.0,4.0,0.0,88.0,Rajarajeshwari Nagar Zone,4,6111.111111111111
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,GrrvaGr,1185.0,2.0,1.0,40.17,Rajarajeshwari Nagar Zone,2,3389.8734177215188
Super built-up  Area,Ready To Move,aishwarya crystal layout,3 BHK,GRvasth,2250.0,3.0,1.0,113.0,Unknown,3,5022.222222222223
Super built-up  Area,Ready To Move,sarjapur road,2 BHK,S2kaaan,1178.0,2.0,2.0,40.43,Bommanahalli Zone,2,3432.088285229202
Super built-up  Area,Ready To Move,whitefield,1 BHK,UKe 2nz,825.0,1.0,1.0,44.9,Mahadevapura Zone,1,5442.424242424242
Super built-up  Area,Ready To Move,electronics city phase 1,2 BHK,Courf T,1113.12,2.0,2.0,55.0,Unknown,2,4941.066551674573
Super built-up  Area,Ready To Move,2nd block jayanagar,3 BHK,SaignSo,1718.0,3.0,3.0,223.0,Unknown,3,12980.209545983702
Super built-up  Area,Ready To Move,gottigere,2 BHK,Srncyla,1010.0,2.0,1.0,35.0,South Zone,2,3465.3465346534654
Plot  Area,Ready To Move,syndicate bank colony,4 Bedroom,Unknown,1500.0,4.0,3.0,240.0,South Zone,4,16000.0
Plot  Area,Ready To Move,rayasandra,1 Bedroom,Unknown,540.0,1.0,1.0,16.5,Bommanahalli Zone,1,3055.5555555555557
Super built-up  Area,Ready To Move,electronic city,2 BHK,Prarkun,1108.0,2.0,1.0,67.15,Bommanahalli Zone,2,6060.469314079423
Built-up  Area,Ready To Move,hebbal,4 BHK,RMudeat,3895.0,2.0,1.0,451.0,Yelahanka Zone,4,11578.947368421053
Super built-up  Area,Ready To Move,somasundara palya,3 BHK,Unknown,1600.0,3.0,3.0,68.0,Bommanahalli Zone,3,4250.0
Super built-up  Area,Ready To Move,nagarbhavi,3 BHK,Unknown,1850.0,3.0,2.0,90.0,West Zone,3,4864.864864864865
Super built-up  Area,Ready To Move,tumkur road,2 BHK,LIandee,1250.0,2.0,2.0,33.0,Dasarahalli Zone,2,2640.0
Built-up  Area,Ready To Move,ramamurthy nagar,1 Bedroom,Unknown,600.0,1.0,1.0,43.0,Mahadevapura Zone,1,7166.666666666667
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,GrrvaGr,1140.0,2.0,1.0,49.27,Rajarajeshwari Nagar Zone,2,4321.929824561404
Super built-up  Area,Ready To Move,cqal layout,3 BHK,Unknown,1200.0,2.0,2.0,75.0,Outside BBMP Zones,3,6250.0
Super built-up  Area,Ready To Move,nayandanahalli,2 BHK,Rarelt,985.0,2.0,1.0,55.0,Rajarajeshwari Nagar Zone,2,5583.756345177665
Super built-up  Area,Ready To Move,bellandur,2 BHK,Sronda,982.0,2.0,2.0,55.0,Mahadevapura Zone,2,5600.814663951121
Built-up  Area,Ready To Move,9th phase jp nagar,1 BHK,NaensGa,600.0,1.0,0.0,20.0,Unknown,1,3333.3333333333335
Super built-up  Area,Ready To Move,old madras road,3 BHK,Brica E,2640.0,5.0,1.0,142.0,East Zone,3,5378.787878787879
Super built-up  Area,Ready To Move,akshaya nagar,2 BHK,DLhtsnd,1314.0,2.0,2.0,68.8,Bommanahalli Zone,2,5235.920852359209
Super built-up  Area,Ready To Move,vijaya bank layout,3 BHK,Unknown,1700.0,2.0,2.0,68.5,South Zone,3,4029.4117647058824
Built-up  Area,Ready To Move,chandapura,4 Bedroom,MRowsea,1891.0,2.0,2.0,66.165,Outside BBMP Zones,4,3498.942358540455
Super built-up  Area,Ready To Move,varanasi,5 BHK,Unknown,2000.0,4.0,1.0,99.0,Outside BBMP Zones,5,4950.0
Super built-up  Area,Ready To Move,duo layout,3 BHK,Viockit,1643.0,3.0,2.0,75.0,Unknown,3,4564.820450395618
Plot  Area,Ready To Move,kengeri,3 Bedroom,Unknown,1200.0,3.0,1.0,67.0,Rajarajeshwari Nagar Zone,3,5583.333333333333
Super built-up  Area,Ready To Move,whitefield,2 BHK,Sonviik,1116.0,2.0,1.0,51.91,Mahadevapura Zone,2,4651.433691756272
Super built-up  Area,Ready To Move,abbigere,2 BHK,SLtias,1020.0,2.0,1.0,41.82,Dasarahalli Zone,2,4100.0
Built-up  Area,Ready To Move,daadys gaarden layout,3 BHK,InockHo,1740.0,3.0,2.0,55.0,Outside BBMP Zones,3,3160.919540229885
Built-up  Area,Ready To Move,thanisandra,3 BHK,Pronyt,1241.0,2.0,1.0,61.0,Yelahanka Zone,3,4915.390813859791
Super built-up  Area,Ready To Move,hennur,2 BHK,MDncyhi,1041.0,2.0,2.0,40.6,Yelahanka Zone,2,3900.0960614793466
Super built-up  Area,Ready To Move,bommanahalli,2 BHK,Jaw 2 L,1050.0,2.0,2.0,46.0,Bommanahalli Zone,2,4380.952380952381
Super built-up  Area,Ready To Move,dodda nekkundi,2 BHK,Unknown,1128.0,2.0,2.0,45.0,Mahadevapura Zone,2,3989.3617021276596
Super built-up  Area,Ready To Move,raja rajeshwari nagar,3 BHK,7 ise P,1430.0,2.0,1.0,50.0,Rajarajeshwari Nagar Zone,3,3496.5034965034965
Super built-up  Area,Ready To Move,ombr layout,2 BHK,Unknown,1085.0,2.0,1.0,64.0,East Zone,2,5898.617511520737
Plot  Area,Ready To Move,vishveshwarya layout,1 Bedroom,Unknown,750.0,1.0,1.0,30.0,Rajarajeshwari Nagar Zone,1,4000.0
Super built-up  Area,Ready To Move,bellandur,2 BHK,Unknown,981.0,2.0,2.0,37.28,Mahadevapura Zone,2,3800.2038735983692
Super built-up  Area,Ready To Move,hebbal kempapura,4 BHK,Goateds,2302.0,4.0,2.0,300.0,Yelahanka Zone,4,13032.145960034752
Built-up  Area,Ready To Move,kalyan nagar,3 BHK,Unknown,1410.0,2.0,2.0,60.0,East Zone,3,4255.31914893617
Super built-up  Area,Ready To Move,begur road,2 BHK,Dhalsh,1200.0,2.0,2.0,42.6,Bommanahalli Zone,2,3550.0
Built-up  Area,Ready To Move,sampangi rama nagar,2 BHK,Unknown,1030.0,2.0,2.0,80.0,East Zone,2,7766.9902912621355
Super built-up  Area,Ready To Move,btm 1st stage,3 BHK,Coise P,1852.0,2.0,2.0,95.0,Unknown,3,5129.589632829374
Built-up  Area,Ready To Move,jigani,2 BHK,DLhtsan,918.0,2.0,1.0,49.0,Outside BBMP Zones,2,5337.690631808279
Built-up  Area,Ready To Move,jp nagar,3 BHK,Unknown,1150.0,2.0,2.0,49.9,South Zone,3,4339.130434782609
Super built-up  Area,Ready To Move,indira nagar,3 BHK,Unknown,2700.0,3.0,2.0,324.0,East Zone,3,12000.0
Super built-up  Area,Ready To Move,whitefield,2 BHK,Iseenst,1227.0,2.0,2.0,53.49,Mahadevapura Zone,2,4359.413202933985
Super built-up  Area,Ready To Move,panathur,2 BHK,Prcesvy,1198.0,2.0,1.0,82.0,Mahadevapura Zone,2,6844.741235392321
Plot  Area,Ready To Move,devarachikkanahalli,3 Bedroom,Unknown,1200.0,3.0,1.0,160.0,Bommanahalli Zone,3,13333.333333333334
Built-up  Area,Ready To Move,frazer town,3 BHK,CaaveEn,1285.0,3.0,1.0,180.0,East Zone,3,14007.782101167315
Built-up  Area,Ready To Move,nelamangala,4 Bedroom,V2gesre,2600.0,3.0,1.0,95.0,Outside BBMP Zones,4,3653.846153846154
Super built-up  Area,Ready To Move,thigalarapalya,3 BHK,Prtanha,2072.0,4.0,2.0,139.0,Mahadevapura Zone,3,6708.494208494209
Super built-up  Area,Ready To Move,pattandur agrahara,2 BHK,Shvarji,797.0,2.0,1.0,32.0,Mahadevapura Zone,2,4015.056461731493
Built-up  Area,Ready To Move,nayandanahalli,3 BHK,Rarelt,1350.0,2.0,3.0,68.0,Rajarajeshwari Nagar Zone,3,5037.037037037037
Built-up  Area,Ready To Move,sahakara nagar,4 BHK,EsniaGa,2500.0,4.0,2.0,200.0,Yelahanka Zone,4,8000.0
Super built-up  Area,Ready To Move,thigalarapalya,3 BHK,Prtanha,2215.0,4.0,2.0,160.0,Mahadevapura Zone,3,7223.476297968397
Super built-up  Area,Ready To Move,bannerghatta road,4 BHK,Unknown,2700.0,4.0,3.0,260.0,South Zone,4,9629.62962962963
Super built-up  Area,Ready To Move,gokaula extension,3 BHK,Unknown,1500.0,2.0,1.0,90.0,West Zone,3,6000.0
Plot  Area,Ready To Move,subash nagar,2 Bedroom,Unknown,900.0,2.0,0.0,55.0,West Zone,2,6111.111111111111
Super built-up  Area,Ready To Move,poorna pragna layout,3 BHK,Unknown,1355.0,2.0,3.0,58.27,Outside BBMP Zones,3,4300.369003690037
Super built-up  Area,Ready To Move,kudlu gate,3 BHK,Unknown,1465.0,2.0,2.0,49.81,Bommanahalli Zone,3,3400.0
Plot  Area,Ready To Move,ramamurthy nagar,2 Bedroom,SVoutow,1006.0,2.0,1.0,57.0,Mahadevapura Zone,2,5666.003976143141
Built-up  Area,Ready To Move,vishveshwarya layout,4 BHK,Unknown,2000.0,4.0,1.0,75.0,Rajarajeshwari Nagar Zone,4,3750.0
Built-up  Area,Ready To Move,pattanagere,2 BHK,Unknown,850.0,2.0,0.0,35.0,Rajarajeshwari Nagar Zone,2,4117.64705882353
Super built-up  Area,Ready To Move,isro layout,3 BHK,Shhin S,1310.0,2.0,3.0,68.0,South Zone,3,5190.839694656489
Super built-up  Area,Ready To Move,banashankari,2 BHK,Bregae,1390.0,2.0,2.0,86.0,South Zone,2,6187.050359712231
Super built-up  Area,Ready To Move,kathriguppe,3 BHK,Unknown,1390.0,2.0,2.0,76.45,South Zone,3,5500.0
Plot  Area,Ready To Move,marathahalli,4 Bedroom,Unknown,2396.0,4.0,2.0,325.0,Mahadevapura Zone,4,13564.273789649416
Super built-up  Area,Ready To Move,electronic city,2 BHK,Cearuy,1170.0,2.0,1.0,33.0,Bommanahalli Zone,2,2820.5128205128203
Super built-up  Area,Ready To Move,gottigere,3 BHK,Apentir,1385.0,2.0,2.0,50.0,South Zone,3,3610.1083032490974
Super built-up  Area,Ready To Move,old madras road,2 BHK,Unknown,1160.0,2.0,1.0,42.0,East Zone,2,3620.689655172414
Super built-up  Area,Ready To Move,bannerghatta road,3 BHK,SNity S,1200.0,2.0,2.0,69.0,South Zone,3,5750.0
Super built-up  Area,Ready To Move,mahadevpura,2 BHK,3Codeli,1475.0,2.0,2.0,55.0,Mahadevapura Zone,2,3728.813559322034
Built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,Prhna S,850.0,2.0,2.0,42.0,Unknown,2,4941.176470588235
Built-up  Area,Ready To Move,electronic city,2 BHK,GMown E,1060.0,2.0,1.0,51.0,Bommanahalli Zone,2,4811.320754716981
Super built-up  Area,Ready To Move,austin town,2 BHK,Unknown,1250.0,2.0,1.0,60.0,East Zone,2,4800.0
Super built-up  Area,Ready To Move,banashankari,2 BHK,Ajacea,1460.0,2.0,3.0,70.0,South Zone,2,4794.520547945205
Super built-up  Area,Ready To Move,akshaya nagar,3 BHK,DLhtsnd,1690.0,3.0,2.0,85.0,Bommanahalli Zone,3,5029.585798816568
Built-up  Area,Ready To Move,indira nagar,1 BHK,GoilsDa,850.0,1.0,2.0,57.0,East Zone,1,6705.882352941177
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,PuandHi,1843.0,3.0,2.0,82.0,South Zone,3,4449.267498643516
Built-up  Area,Ready To Move,7th phase jp nagar,3 BHK,Eladero,1680.0,3.0,2.0,117.0,Unknown,3,6964.285714285715
Super built-up  Area,Ready To Move,kundalahalli,2 BHK,Dieldli,1047.0,2.0,1.0,84.0,Mahadevapura Zone,2,8022.9226361031515
Plot  Area,Ready To Move,indira nagar,8 Bedroom,Unknown,3250.0,8.0,1.0,600.0,East Zone,8,18461.53846153846
Super built-up  Area,Ready To Move,nagarbhavi,2 BHK,Unknown,1120.0,2.0,3.0,53.0,West Zone,2,4732.142857142857
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,Shmai D,1095.0,2.0,2.0,38.33,Rajarajeshwari Nagar Zone,2,3500.4566210045664
Built-up  Area,Ready To Move,hosa road,3 BHK,Saowsou,1100.0,2.0,3.0,85.0,Bommanahalli Zone,3,7727.272727272727
Super built-up  Area,Ready To Move,uttarahalli,3 BHK,Baveles,1685.0,3.0,2.0,85.0,South Zone,3,5044.510385756676
Built-up  Area,Ready To Move,doddanekundi,2 BHK,Unknown,1148.0,2.0,1.0,59.0,Mahadevapura Zone,2,5139.3728222996515
Built-up  Area,Ready To Move,marathahalli,2 BHK,Palanla,1050.0,2.0,1.0,65.0,Mahadevapura Zone,2,6190.476190476191
Super built-up  Area,Ready To Move,bannerghatta road,3 BHK,SNity S,1465.0,2.0,1.0,76.0,South Zone,3,5187.713310580205
Plot  Area,Ready To Move,kothanur,4 Bedroom,Fencyes,3401.0,5.0,2.0,230.0,Yelahanka Zone,4,6762.7168479858865
Super built-up  Area,Ready To Move,7th phase jp nagar,3 BHK,Brngsal,1850.0,3.0,1.0,150.0,Unknown,3,8108.108108108108
Built-up  Area,Ready To Move,cottonpet,4 Bedroom,Unknown,1750.0,2.0,1.0,225.0,West Zone,4,12857.142857142857
Built-up  Area,Ready To Move,shikaripalya,3 BHK,Maenara,1350.0,3.0,1.0,60.0,Bommanahalli Zone,3,4444.444444444444
Super built-up  Area,Ready To Move,sector 7 hsr layout,3 BHK,Saitya,1760.0,3.0,2.0,160.0,Unknown,3,9090.90909090909
Super built-up  Area,Ready To Move,rajaji nagar,2 BHK,Brway G,1440.0,2.0,2.0,185.0,West Zone,2,12847.222222222223
Super built-up  Area,Ready To Move,banashankari stage iii,2 BHK,SrentAp,1200.0,2.0,0.0,42.0,South Zone,2,3500.0
Built-up  Area,Ready To Move,hennur bande,2 BHK,Matrai,1100.0,2.0,1.0,78.0,East Zone,2,7090.909090909091
Built-up  Area,Ready To Move,kaggadasapura,2 BHK,Unknown,1140.0,2.0,2.0,46.0,Mahadevapura Zone,2,4035.0877192982457
Super built-up  Area,Ready To Move,gottigere,2 BHK,MBireap,1410.0,2.0,2.0,45.0,South Zone,2,3191.4893617021276
Super built-up  Area,Ready To Move,mahadevpura,3 BHK,Neisei,1434.0,2.0,1.0,67.39,Mahadevapura Zone,3,4699.442119944212
